job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Data Center Technician - Da Nang - On-site,Reboot Monkey,,"Đà Nang, Da Nang City, Vietnam",,,,,"['Linux', 'Excel', 'Networking', 'Firewall', 'Security']",Other,Entry level,2026-03-23,,"Reboot Monkey is a global leader in IT solutions, specializing in data center management that simplifies your IT operations. We provide hosting space, future-proof upgrades, and 24/7 support through our smart or remote hands, ensuring seamless, secure, and sustainable service. Our fully remote, round-the-clock management frees businesses from supervision hassles, setting new benchmarks in data center solutions. We’re seeking skilled Freelance Data Center Technicians to join our growing team. If you have expertise in data center operations and want flexible work, we’d love to hear from you.
Job Overview:
As a Freelance Data Center Technician,
you will play a key role in delivering on-demand support to our global data centers. Your responsibilities will include hardware installation, troubleshooting complex issues, and managing network operations, ensuring optimal performance and reliability. We’re looking for someone with deep expertise in data center equipment and software who can work independently while collaborating with remote teams. In this role, you’ll be essential to maintaining smooth, secure, and efficient data center operations, contributing to our high standards of service excellence.
Key Responsibilities:
Install, configure, and maintain servers, networking equipment, and other hardware to ensure optimal performance and maximum uptime, facilitating seamless operations within the data center.
Monitor data center operations both remotely and on-site, quickly diagnosing and resolving hardware, software, and connectivity issues to minimize downtime and maintain service reliability.
Configure, manage, and troubleshoot networking devices, including Cisco and Juniper routers, switches, and firewalls, to ensure secure and efficient network operations that align with organizational standards.
Manage and troubleshoot both Linux and Windows-based systems, performing essential updates, patches, and security enhancements to keep systems secure and up-to-date.
Document all installations, repairs, maintenance tasks, and system performance, providing comprehensive reports to the remote management team to ensure transparency and accountability in operations.
Implement and maintain security protocols to protect the integrity of the data center infrastructure, ensuring compliance with industry standards and best practices for data security.
Collaborate with remote IT teams, vendors, and stakeholders to enhance data center operations, actively participating in the planning and execution of projects that drive efficiency and innovation.
What We Offer:
Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Data center or IT infrastructure experience
Server hardware and networking knowledge
Reliable and professional with strong communication
Proximity to local data center facilities
Flexible schedule for on-call/emergency work","Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Data center or IT infrastructure experience
Server hardware and networking knowledge
Reliable and professional with strong communication
Proximity to local data center facilities
Flexible schedule for on-call/emergency work",linkedin
Technical Manager (Technical Leader) (IT & Digital transformation),Olik Global,,"Ho Chi Minh City, Vietnam",,,,,"['AI', 'API']",Full-time,Not Applicable,2026-05-22,,"On-site - Full time
Ho Chi Minh City, Vietnam
Tổng quan công ty: Công ty đang mở rộng team IT nội bộ nhằm đáp ứng nhu cầu số hóa toàn diện hoạt động quản lý, vận hành và kinh doanh. Chúng tôi tìm kiếm những ứng viên có tư duy hệ thống, tinh thần chủ động và mong muốn xây dựng các sản phẩm công nghệ có giá trị thực tiễn.
Mô tả công việc:
Dẫn dắt và quản lý team IT, chịu trách nhiệm cho dự án công nghệ tại công ty
Làm việc trực tiếp với Ban lãnh đạo và các phòng ban để phân tích nhu cầu business, xác định mục tiêu, phạm vi dự án
Lập kế hoạch triển khai dự án bao gồm: scope, timeline, ngân sách, nhân sự và quản lý rủi ro
Phối hợp với các nhân sự phòng ban, team IT để xây dựng và phát triển xuyên suốt vòng đời dự án
Theo dõi tiến độ, đảm bảo chất lượng đầu ra và báo cáo định kỳ cho Ban Giám đốc
Requirements
Yêu cầu công việc:
Tối thiểu 4-6 năm kinh nghiệm ở vị trí Technical Manager/Technical Leader trong lĩnh vực IT
Có kinh nghiệm triển khai hệ thống nội bộ, platform doanh nghiệp, số hóa hoạt động vận hành của doanh nghiệp
Kỹ năng giao tiếp tốt, quản lý stakeholder hiệu quả, tư duy business và giải quyết vấn đề
Có khả năng làm việc chặt chẽ với cả business team và technical team
Có kinh nghiệm làm việc với các GenAI models/API (ví dụ: OpenAI API, Claude API, Gemini, hoặc các LLM tương đương), hiểu cách ứng dụng GenAI vào sản phẩm và quy trình doanh nghiệp
Ưu tiên ứng viên có kinh nghiệm trong chuyển đổi số, dữ liệu và AI
Benefits
Phúc lợi, chế độ:
Tham gia các dự án chiến lược, có ảnh hưởng trực tiếp đến hoạt động và tăng trưởng của công ty
Môi trường làm việc linh hoạt, được trao quyền, chủ động trong quyết định và định hướng kỹ thuật
Chế độ lương thưởng, phúc lợi theo chính sách công ty","Phúc lợi, chế độ:
Tham gia các dự án chiến lược, có ảnh hưởng trực tiếp đến hoạt động và tăng trưởng của công ty
Môi trường làm việc linh hoạt, được trao quyền, chủ động trong quyết định và định hướng kỹ thuật
Chế độ lương thưởng, phúc lợi theo chính sách công ty",linkedin
CHIEF TECHNOLOGY OFFICER,CNK Consulting Vietnam,,"Hanoi, Hanoi, Vietnam",,,,5.0,"['Scala', 'AI']",Full-time,Not Applicable,2026-06-07,,"Our client
, a leading technology company in Vietnam, is undergoing a major transformation. They are expanding beyond traditional software to offer AI‑as‑a‑Service and Agent‑as‑a‑Service, serving hundreds of thousands of enterprises, government agencies, and business households.
They are seeking a
CTO
who can:
Drive long‑term technology strategy to position the company as a regional leader in AI and Agentic AI.
Build large‑scale AI and data platforms that create sustainable competitive advantages.
Modernize system architecture to serve millions of users with high reliability and performance.
Develop a strong engineering organization that scales quickly, delivers fast, and continuously learns.
I. KEY RESPONSIBILITIES
Provide leadership and direction for technology strategy, roadmap, system architecture, and data infrastructure.
Ensure the company remains a technology leader in Vietnam and the region.
Proactively adopt global technology trends to create business competitive advantages and improve customer operational efficiency.
II. CORE FUNCTIONS
1. AI Strategy
Define strategic direction, research, and execution to keep AI solutions cutting‑edge.
Deliver clear, practical value to customers through AI applications.
2. Data Governance
Build and manage a comprehensive data ecosystem (collection, storage, utilization).
Use data as the foundation for AI development and to support leadership decision‑making.
3. System Architecture
Design and standardize modern system architecture.
Ensure system components work cohesively with strong scalability and high performance.
4. Team Development
Foster a continuous learning culture.
Standardize development processes, competency frameworks, and training programs.
Elevate the overall technical capability of the organization.
III. CANDIDATE PROFILE
A. Required Qualifications
Strong intelligence, logical thinking, creativity, and decisiveness.
Minimum 5 years of experience as a CTO (or equivalent) in large technology companies (500+ software engineers), either domestic or international.
Proven experience operating systems that serve millions of users and hundreds of thousands of businesses.
Deep understanding of AI and hands‑on experience building AI products or transforming software products with AI to deliver real user value.
Bachelor's degree in Computer Science, Information Technology, or a related field.
Fluent English, with demonstrated experience presenting and speaking at conferences or seminars.
B. Preferred Qualifications
Master's or PhD in Computer Science, IT, or related fields.
Experience working in a product‑driven environment.
IV. BENEFITS & OPPORTUNITIES
1. Competitive Compensation
Highly competitive salary and bonus based on capability and business performance.
Attractive long‑term incentive policies (to be discussed during interviews).
2. Career Growth
Opportunity to learn, research, and apply world‑leading technologies at a top product company in Vietnam.
Play a key role in shaping long‑term technology strategy and the product ecosystem.
Work on complex, large‑scale systems serving millions of users.
Tackle challenging problems in advanced technology and architecture.
3. Global Exposure
Represent the company in collaboration with leading domestic and international experts.
Working location:
Hanoi, Viet Nam
Contact:
ngocyen@cnk-consulting.com.vn / 0399 319 360 (Zalo/Call)
Note:
We appreciate all applications; however, only shortlisted candidates will be contacted.",,linkedin
IT NETWORK,GMO-Z.com RUNSYSTEM JSC.,,"Đà Nang, Da Nang City, Vietnam",,,,,"['.NET', 'Unix', 'VPN']",Full-time,Not Applicable,2025-09-24,,"Level: Junior
Khối: Back Office
Hạn ứng tuyển: 31/07/2025
Trạng thái: Inactive
Số lượng tuyển: 2
Thu nhập:
Địa điểm: Đà Nẵng
Nội dung công việc
Quản lý mạng nội bộ của công ty bao gồm hệ thống dây, hệ thống các thiết bị mạng.
Đưa ra các giải pháp khắc phục nhằm đảm bảo tính bảo mật và thông suốt nội bộ trong các phòng ban.
Khắc phục sự cố về mạng.
Kiểm tra và cài đặt phần mềm cần thiết cho các thiết bị máy móc.
Hỗ trợ cài đặt các phần mềm liên quan đến công việc.
Kiểm tra và xử lý các sự cố liên quan đến máy tính.
Yêu cầu công việc
Yêu cầu công việc
Hiểu biết về phần cứng máy tính, biết đánh giá hiệu năng của các thành phần phần cứng như Ram Bus…
Có khả năng xử lý các vấn đề về mạng không dây, khắc phục nhiễu tần số mạng không dây.
Thành thạo các phần mềm mã mở trên unix dùng cho quản trị mạng nội bộ.
Có kinh nghiệm về xử lý sự cố máy tính, internet.
Có kinh nghiệm về cài đặt và quản trị VPN.
Kinh nghiệm
Kinh nghiệm IT Network từ 1 năm trở lên.
Yêu cầu khác
Tốt nghiệp Đại học/Cao Đẳng ngành Công nghệ thông tin.
Kỹ năng giải quyết vấn đề độc lập, chịu được áp lực cao, làm việc nhóm tốt.
Cầu thị trong công việc, có tinh thần trách nhiệm cao, mong muốn gắn bó lâu dài.
Chế độ đãi ngộ
Xét tăng lương 1 lần/ năm, có thể được xét tăng sớm tùy thuộc vào năng lực và hiệu quả công việc.
Thưởng tháng lương thứ 13, thưởng dự án và các loại thưởng khác (thưởng thành tích, thưởng cá nhân xuất sắc, thưởng đạt chứng chỉ Tiếng Nhật...).
Được làm việc trực tiếp với các khách hàng Nhật Bản. Cơ hội Onsite tại Nhật Bản.
Được hưởng các phúc lợi khác như: Team-building hàng tháng, nghỉ mát hàng năm, khám sức khỏe định kỳ...
Tất cả chế độ theo quy định của Pháp luật Lao động Việt Nam (BHXH, BHYT, BHTN, ...).
Nghỉ phép năm và các ngày nghỉ lễ Tết khác theo quy định của nhà nước Việt Nam.
Làm việc từ thứ 2 đến thứ 6.
Môi trường làm việc trẻ trung, năng động.
Liên hệ
Thông Tin Hồ Sơ
Gửi CV kèm ảnh và tiêu đề mail theo cấu trúc: [Tên Job_Tên ứng viên]
Thông Tin Nộp Hồ Sơ
Mail: dunglp@runsystem.net/vyptv@runsystem.net
Người liên hệ: Ms.Dung/Ms.Vy - 0236.3.886.066
Địa Điểm
Địa chỉ: Số 1 Ngô Huy Diễn, Hòa Xuân, Cẩm Lệ, Đà Nẵng.
Thông tin ứng tuyển
Bạn có sẵn CV rồi chứ? Đừng ngại gửi về cho GMO nhé
*
Kéo thả file hoặc tải lên
Cho phép tệp doc, docx, xls, xlsx, ppt, pptx, pdf và lên đến 3mb.
Tên tập tin không chứa các kí tự đặc biệt như '/', [, *, , ;, '
Bạn biết đến vị trí này từ đâu?
*
- Select - Nhân sự công ty giới thiệu Facebook Forum Linkedin Fanpage công ty Các jobsite tuyển dụng (TopCV, VNW..) Recuiter Khác
Liên kết của portfolio và hồ sơ mạng xã hội
Nhân sự tuyển dụng đang hỗ trợ
*
- Select - Lương Thị Huệ Trần Thị Thanh Huyền Nguyễn Thị Phương Thuỷ Trần Thị Tuyết Anh Lại Phương Anh Recruiter khác
Bằng việc nộp hồ sơ ứng tuyển vào các vị trí tuyển dụng của GMO-Z.com RUNSYSTEM, bạn đồng ý cho phép GMO-Z.com RUNSYSTEM sử dụng thông tin cá nhân, xử lý dữ liệu cá nhân của bạn và chấp nhận toàn bộ các quy định được đề cập tại
*
Chính sách bảo vệ dữ liệu cá nhân",,linkedin
CHIEF TECHNOLOGY OFFICER,CNK Consulting Vietnam,,"Hanoi, Hanoi, Vietnam",,,,5.0,"['Scala', 'AI']",Full-time,Not Applicable,2026-06-07,,"Our client
, a leading technology company in Vietnam, is undergoing a major transformation. They are expanding beyond traditional software to offer AI‑as‑a‑Service and Agent‑as‑a‑Service, serving hundreds of thousands of enterprises, government agencies, and business households.
They are seeking a
CTO
who can:
Drive long‑term technology strategy to position the company as a regional leader in AI and Agentic AI.
Build large‑scale AI and data platforms that create sustainable competitive advantages.
Modernize system architecture to serve millions of users with high reliability and performance.
Develop a strong engineering organization that scales quickly, delivers fast, and continuously learns.
I. KEY RESPONSIBILITIES
Provide leadership and direction for technology strategy, roadmap, system architecture, and data infrastructure.
Ensure the company remains a technology leader in Vietnam and the region.
Proactively adopt global technology trends to create business competitive advantages and improve customer operational efficiency.
II. CORE FUNCTIONS
1. AI Strategy
Define strategic direction, research, and execution to keep AI solutions cutting‑edge.
Deliver clear, practical value to customers through AI applications.
2. Data Governance
Build and manage a comprehensive data ecosystem (collection, storage, utilization).
Use data as the foundation for AI development and to support leadership decision‑making.
3. System Architecture
Design and standardize modern system architecture.
Ensure system components work cohesively with strong scalability and high performance.
4. Team Development
Foster a continuous learning culture.
Standardize development processes, competency frameworks, and training programs.
Elevate the overall technical capability of the organization.
III. CANDIDATE PROFILE
A. Required Qualifications
Strong intelligence, logical thinking, creativity, and decisiveness.
Minimum 5 years of experience as a CTO (or equivalent) in large technology companies (500+ software engineers), either domestic or international.
Proven experience operating systems that serve millions of users and hundreds of thousands of businesses.
Deep understanding of AI and hands‑on experience building AI products or transforming software products with AI to deliver real user value.
Bachelor's degree in Computer Science, Information Technology, or a related field.
Fluent English, with demonstrated experience presenting and speaking at conferences or seminars.
B. Preferred Qualifications
Master's or PhD in Computer Science, IT, or related fields.
Experience working in a product‑driven environment.
IV. BENEFITS & OPPORTUNITIES
1. Competitive Compensation
Highly competitive salary and bonus based on capability and business performance.
Attractive long‑term incentive policies (to be discussed during interviews).
2. Career Growth
Opportunity to learn, research, and apply world‑leading technologies at a top product company in Vietnam.
Play a key role in shaping long‑term technology strategy and the product ecosystem.
Work on complex, large‑scale systems serving millions of users.
Tackle challenging problems in advanced technology and architecture.
3. Global Exposure
Represent the company in collaboration with leading domestic and international experts.
Working location:
Hanoi, Viet Nam
Contact:
dat@cnk-consulting.com.vn / 0328031953 (Zalo/Call)
Note:
We appreciate all applications; however, only shortlisted candidates will be contacted.",,linkedin
[HCM] IT HELPDESK (CỦ CHI),CMC Technology & Solution (CMC TS),,"Xã Các Sơn, Thanh Hoa, Vietnam",,,,,['Networking'],Full-time,Not Applicable,2026-06-14,,"[HCM] IT HELPDESK (Củ Chi)
MÔ TẢ CÔNG VIỆC
Theo dõi và xử lý các ticket IT cũng như yêu cầu hỗ trợ kỹ thuật hằng ngày.
Hỗ trợ kỹ thuật cho người dùng cuối thông qua Microsoft Teams, Zalo, Email hoặc hỗ trợ trực tiếp tại chỗ.
Cập nhật và ghi nhận đầy đủ thông tin ticket sau khi hoàn tất xử lý.
Cài đặt, hỗ trợ và xử lý sự cố cho các ứng dụng nội bộ, Microsoft Office và các phần mềm liên quan.
Kiểm tra, chẩn đoán và khắc phục sự cố phần cứng/phần mềm đối với laptop, desktop, máy in, hệ thống WiFi và các thiết bị CNTT khác.
Kiểm tra và hỗ trợ thiết bị phòng họp khi phát sinh sự cố.
Hỗ trợ thiết lập và đảm bảo kết nối cho các cuộc họp nội bộ, họp toàn quốc và họp tại nhà máy.
Quản lý và hỗ trợ các thiết bị CNTT tại các văn phòng được phân công.
Phối hợp với các bộ phận liên quan nhằm đảm bảo hệ thống CNTT vận hành ổn định.
Hỗ trợ giao tiếp tiếng Anh cơ bản với người dùng nước ngoài khi cần thiết.
YÊU CẦU CÔNG VIỆC
Ứng viên có 1-2 năm kinh nghiệm ở vị trí IT Helpdesk / IT Support, từng hỗ trợ ở nhà máy là lợi thế lớn.
Có kiến thức cơ bản về Windows OS, Microsoft 365, Networking, WiFi và máy in.
Có khả năng xử lý và khắc phục sự cố phần cứng, phần mềm máy tính.
Kỹ năng giao tiếp tốt, tư duy hỗ trợ khách hàng (customer-oriented mindset).
Chủ động, có trách nhiệm và tinh thần học hỏi.
Có khả năng giao tiếp tiếng Anh.
THU NHẬP
Mức lương cạnh tranh + phụ cấp dự án (gồm phụ cấp ca làm việc và chế độ nghỉ bù)
Tổng thu nhập lên tới 13 tháng lương/năm
Gói phúc lợi tiền mặt 9 triệu/năm vào các dịp Lễ, Tết, Sinh nhật Tập đoàn...
Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 lần/năm.
CHẾ ĐỘ ĐÃI NGỘ
Đóng BHXH đầy đủ và BH sức khỏe CMC Care ngay khi ký Hợp đồng chính thức
Nghỉ phép: 12 ngày/ năm + 1 ngày nghỉ hưởng lương vào dịp sinh nhật bản thân
Được tham gia các chương trình đào tạo chuyên môn, nghiệp vụ từ cơ bản đến nâng cao.
Được trang bị laptop/thiết bị công nghệ trong quá trình làm việc
Môi trường trẻ, năng động và chuyên nghiệp
Tham gia Team building và các hoạt động văn hóa đa dạng
Được vinh danh các giải thưởng năm của Tập đoàn CMC, CMC TS và khen thưởng trên các thành tích xuất sắc (dự án, kinh doanh, quản trị)
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển",,linkedin
Lập trình viên IT,Công ty Cổ phần Viễn thông 3G,,"Hanoi, Hanoi, Vietnam",,,,,"['Python', 'Java', 'JavaScript', 'SQL']",Full-time,Not Applicable,1 year ago,,"Mô tả công việc
Giới thiệu chung về vị trí:
Lập trình viên trong viễn thông chính là những người thổi hồn vào các dịch vụ giá trị gia tăng trên di động. Người lập trình sử dụng công cụ là các ngôn ngữ lập trình cơ bản như JavaScript, C, Sql, … để xây dựng nên những sản phầm dịch vụ hoàn thiện, đáp ứng nhu cầu ngày càng cao của khách hàng
Mô tả công việc:
Phân tích thiết kế hệ thống
Lập trình các giải pháp thông tin cho người sử dụng bằng cách phát triển, triển khai, và bảo trì các phần mềm
Triển khai các dự án công nghệ thông tin: khảo sát, lắp đặt, cấu hình, nghiệm thu
Hỗ trợ kỹ thuật, ứng cứu, xử lý các sự cố
Lập tài liệu xây dựng hệ thống và tài liệu hướng dẫn người sử dụng
Nghiên cứu sử dụng các giải pháp phần mềm phục vụ cho việc kinh doanh, quản lý
Yêu cầu:
Là SV tốt nghiệp chuyên ngành CNTT của các trường ĐH, CĐ trên cả nước. Khuyến khích SV mới ra trường
Không yêu cầu kinh nghiệm
Thành thạo một hoặc một số các ngôn ngữ lập trình như Java, JavaScript, Python, SQL (Vì Công ty mình làm chủ yếu bên Viễn thông nên Code rất đơn giản)
Hiểu biết tốt về jQuery, Nodejs
Công ty sẽ training trước khi vào dự án.
Có đam mê khám phá kỹ thuật, yêu thích lĩnh vực lập trình.
Chế độ:
Mức thu nhập thỏa đáng theo năng lực làm việc
Thử việc 2 tuần – 1 tháng: Lương cứng 6tr/tháng
% DT
trợ cấp
Ký hợp đồng sau thử việc: 8tr-10tr/tháng
% DT
trợ cấp
Được đóng đầy đủ BHXH, BHYT, BHTN chế độ nghỉ lễ, nghỉ phép theo luật lao động
Được đào tạo và làm việc trong môi trường chuyên nghiệp, có cơ hội thăng tiến.
Các hoạt động giao lưu văn hóa tinh thần, quan tâm, hỗ trợ của Công ty.
Cao đẳng",,linkedin
Data Center Technician - Da Nang - On-site,Reboot Monkey,,"Đà Nang, Da Nang City, Vietnam",,,,3.0,"['Linux', 'Excel', 'VMware', 'Hyper-V', 'Networking', 'Firewall', 'VPN', 'Security']",Full-time,Entry level,2026-03-23,,"Reboot Monkey is a global leader in IT solutions, specializing in data center management that simplifies your IT operations. We provide hosting space, future-proof upgrades, and 24/7 support through our smart or remote hands, ensuring seamless, secure, and sustainable service. Our fully remote, round-the-clock management frees businesses from supervision hassles, setting new benchmarks in data center solutions. We’re seeking skilled Freelance Data Center Technicians to join our growing team. If you have expertise in data center operations and want flexible work, we’d love to hear from you.
Job Overview:
As a Freelance Data Center Technician,
you will play a key role in delivering on-demand support to our global data centers. Your responsibilities will include hardware installation, troubleshooting complex issues, and managing network operations, ensuring optimal performance and reliability. We’re looking for someone with deep expertise in data center equipment and software who can work independently while collaborating with remote teams. In this role, you’ll be essential to maintaining smooth, secure, and efficient data center operations, contributing to our high standards of service excellence.
Key Responsibilities:
Install, configure, and maintain servers, networking equipment, and other hardware to ensure optimal performance and maximum uptime, facilitating seamless operations within the data center.
Monitor data center operations both remotely and on-site, quickly diagnosing and resolving hardware, software, and connectivity issues to minimize downtime and maintain service reliability.
Configure, manage, and troubleshoot networking devices, including Cisco and Juniper routers, switches, and firewalls, to ensure secure and efficient network operations that align with organizational standards.
Manage and troubleshoot both Linux and Windows-based systems, performing essential updates, patches, and security enhancements to keep systems secure and up-to-date.
Document all installations, repairs, maintenance tasks, and system performance, providing comprehensive reports to the remote management team to ensure transparency and accountability in operations.
Implement and maintain security protocols to protect the integrity of the data center infrastructure, ensuring compliance with industry standards and best practices for data security.
Collaborate with remote IT teams, vendors, and stakeholders to enhance data center operations, actively participating in the planning and execution of projects that drive efficiency and innovation.
What We Offer:
Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Education:
Associate or Bachelor's degree in Computer Science, Information Technology, or a related field is preferred but not required.
Experience:
3+ years of experience in data center operations, with a strong focus on independent or freelance projects.
Technical Skills:
Extensive hands-on experience with Cisco and Juniper networking devices.
Strong proficiency in managing and troubleshooting Windows and Linux-based systems.
Solid understanding of networking principles (TCP/IP, DNS, VPN, VLANs).
Experience with virtualization technologies such as VMware or Hyper-V is a plus.
Certifications:
Valid certifications like Cisco CCNA/CCNP, Juniper JNCIA/JNCIS, or CompTIA Linux+ are highly desirable.
General Requirements:
Ability to travel to various data center locations on short notice.
Flexibility to work outside regular hours, including nights and weekends if required.
Must have access to necessary tools and equipment to perform data center tasks.
Strong problem-solving skills, with the ability to work independently and remotely.
Excellent communication skills for collaboration with remote teams.","Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Education:
Associate or Bachelor's degree in Computer Science, Information Technology, or a related field is preferred but not required.
Experience:
3+ years of experience in data center operations, with a strong focus on independent or freelance projects.
Technical Skills:
Extensive hands-on experience with Cisco and Juniper networking devices.
Strong proficiency in managing and troubleshooting Windows and Linux-based systems.
Solid understanding of networking principles (TCP/IP, DNS, VPN, VLANs).
Experience with virtualization technologies su...",linkedin
Junior IT Technician,TELUS Digital,,"Ward 1, Quang Tri, Vietnam",,,,,"['Rust', 'Swift', 'Windows Server', 'AI', 'Excel', 'Security']",Internship,Not Applicable,2026-06-14,,"Description
The Junior IT Technician is a crucial role focused on providing prompt and effective direct technical support to all employees by maintaining the stability of IT systems and swiftly resolving issues related to hardware, software, and network connectivity, primarily utilizing a ticketing system. Key responsibilities include system and network administration, IT asset management with inventory and lifecycle tracking, ensuring compliance with IT policies and security protocols, and maintaining accurate IT documentation.
Key Responsibilities:
End-User Support: Handle requests via the ticketing system; diagnose and troubleshoot hardware, software, and network issues for laptops, printers, and peripherals.
System & Network Administration: Manage user accounts and access permissions; perform routine maintenance on network devices and servers; coordinate with vendors for repairs when necessary.
Asset Management: Monitor the full lifecycle of IT assets (procurement, issuance, maintenance, recovery); conduct monthly inventories and comply with the company's Asset Management SOP.
Documentation & Reporting: Update technical documentation and FAQs; provide periodic reports on ticket resolution status and recurring incidents to improve service quality.
Compliance & Security: Ensure adherence to IT security policies and information security standards; report any potential security risks immediately.
User Training: Guide employees on IT policies and self-service tools; notify staff regarding scheduled system maintenance.
Qualifications:
Bachelor's or Associate's degree in Information Technology or a related field.
Willingness to work in shifts, including weekends or holidays as required (rotating shift, 40 hours/week).
Proficient in Windows 10, 11, and Windows Server; knowledgeable in computer hardware and on-premise network infrastructure.
Preference given to candidates with experience providing technical support via multiple channels (email, chat, phone).
Excellent communication and problem-solving skills; ability to work both independently and as part of a team.
English B1 - Oral and written comprehension required
Attitude: Responsible, proactive, and possessing strong professional ethics.
About Company:
TELUS Digital is the customer experience transformation partner to the world's most admired brands. Our diverse team weaves data, technology, and human ingenuity to deliver differentiated customer journeys, drive operational effectiveness, and scale AI solutions with meaningful value and positive impact.
We craft real-world solutions in the moments that matter, from customer acquisition to lifelong loyalty. Enabled by our global reach - spanning 78,000 experts in 33 countries - and deep industry expertise, we help over 600 organizations make the customer experience feel effortless.
Our solutions span Data & AI, Digital Experience & IT, CX Management and Trust & Safety. At the core of our innovation is Fuel iX™, an enterprise-grade generative AI platform that helps clients safely access and optimize leading LLMs to scale their own AI from pilot to production.
Equal Opportunity Employer Statement
At TELUS Digital, we are proud to be an equal opportunity employer and are committed to creating a diverse and inclusive workplace. All aspects of employment, including the decision to hire and promote, are based on applicant's qualifications, merits, competence and performance without regard to any characteristic related to diversity.
About Company:
TELUS Digital is the customer experience transformation partner to the world's most admired brands. Our diverse team weaves data, technology, and human ingenuity to deliver differentiated customer journeys, drive operational effectiveness, and scale AI solutions with meaningful value and positive impact.
We craft real-world solutions in the moments that matter, from customer acquisition to lifelong loyalty. Enabled by our global reach - spanning 78,000 experts in 33 countries - and deep industry expertise, we help over 600 organizations make the customer experience feel effortless.
Our solutions span Data & AI, Digital Experience & IT, CX Management and Trust & Safety. At the core of our innovation is Fuel iX™, an enterprise-grade generative AI platform that helps clients safely access and optimize leading LLMs to scale their own AI from pilot to production.
Equal Opportunity Employer Statement
At TELUS Digital, we are proud to be an equal opportunity employer and are committed to creating a diverse and inclusive workplace. All aspects of employment, including the decision to hire and promote, are based on applicant's qualifications, merits, competence and performance without regard to any characteristic related to diversity.
Back to previous page",,linkedin
IT Manager (Hanoi),CNK Consulting Vietnam,,"Hanoi, Hanoi, Vietnam",,,,7.0,"['Security', 'Cybersecurity']",Full-time,Not Applicable,2026-05-22,,"Job Description
Position Summary
The IT Manager is responsible for managing the company's IT infrastructure, systems, and digital transformation initiatives.
Key Responsibilities
Manage IT systems including hospital systems, ERP, and other internal platforms.
Ensure system stability, cybersecurity, and data protection.
Lead the IT team and manage daily IT operations.
Coordinate with vendors and headquarters on system implementation.
Manage IT infrastructure and technology upgrades.
Control IT budgets and ensure efficient resource utilization.
Requirements
Bachelors degree in Information Technology, Computer Science, or related field.
Minimum 7 years of IT experience with at least 3 years in a managerial role.
Experience managing enterprise systems.
Strong leadership and project management skills.
Good English communication skills.
Benefits
Competitive salary package.
Professional working environment.
Opportunities for technology innovation.
Contact: hang@cnk-consulting.com.vn (Ms. Lia Thu Hang)
﻿﻿
Note: ﻿We appreciate all applications; however, only shortlisted candidates will be contacted","Competitive salary package.
Professional working environment.
Opportunities for technology innovation.
Contact: hang@cnk-consulting.com.vn (Ms. Lia Thu Hang)
﻿﻿
Note: ﻿We appreciate all applications; however, only shortlisted candidates will be contacted",linkedin
