job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
IT Engineer,Boyd,,"Bac Ninh, Vietnam",,,,4.0,['Security'],Full-time,Not Applicable,2026-05-03,,"Job Purpose :
The IT Engineer is responsible for providing on-site support to local plant staff and coordinating with regional/global IT staff whenever needed to provide full IT service for all staff located across the Asia region.
Consistent customer care, quality standards, and reporting requirements are core competencies of the position.
Ability to quickly adapt to changing priorities and fluctuations in workflow.
Working Location:
Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam
Key Responsibilities:
IT Support
• Provide daily comprehensive technical support services to local office
• isolate and trouble-shoot any network, system, printing and application problems
• Provide incident and after-action reports and analysis
Network & System Management
• support network, PBX, CCTV, Switch, Door Access system and servers
• Assistance on IT infrastructure /network/server project
• Assist Anti-virus system management and security-related alerts screening with the guide from regional/global IT
Asset Management
• Install new PCs, printer, telephone, and other IT equipment
• Distribute IT equipment, and in charge of local IT inventory maintenance
• IT related procurement
Knowledge and Standards
• Follow up established procedure on finishing documentation/recording work
• Maintain IT documents and service guides, Contribute current technical information and best practices to the Reference Library
• Support business processes, systems, and users by applying knowledge of information technology
• Organize and utilize all support resources provided including emails, documentation, contact lists, etc.
Other tasks
• Provide basic computer training to staff; Deal ISP related case
• Assist users with backup procedures periodically in accordance with user backup policy
• Accomplish any other tasks as assigned by the superior
Requirements:
Good knowledge of both hardware, software, network ;
Experience of software like MS Office365 OWA, Teams, SharePoint Online…etc.
Experience on software like Smart CFD, CADian, Solidworks, AutoCAD etc, installation and licensing, resolve computer and printer problems
Good/Strong verbal and written communication skills, can use English as working language
Problem-solving skills, and the ability to exercise sound judgment in any customer service scenario
good team player with self-motivation and can work independently with minimal direction, experience of working in multi-national company will be a plus
At least 4 Years working experience on IT support role
Degree or Diploma in IT or related discipline",,linkedin
"Da Nang Cabin Crew Opportunities (Dubai Based, Relocation Provided)",Emirates,,Da Nang Metropolitan Area,,,,,"['Excel', 'Security']",Full-time,Associate,2026-06-01,,"Job Purpose
A personality that shines, the ability to adapt to any situation and make people feel at ease. These are a few of the qualities we’re looking for in our cabin crew.
As the face of Emirates, you’ll be the person customers turn to for help and direction when they fly with us, so you need to be friendly, observant and able to provide the right support.
Being a member of the cabin crew is so much more than a service role - safety is our highest priority. You’ll need to lead confidently and take control when it comes to managing aircraft services, security, and safety procedures. This comes from the world-class learning experience our crew receive at our state-of-the-art facility in Dubai.
Qualifications & Experience
Here are some other things we look for in our cabin crew:
You’ve had more than a year’s experience in hospitality/customer service
You have a positive attitude and the natural ability to provide excellent service in a team environment, dealing with people from many cultures
Your minimum qualification is high school graduate (Grade 12)
You need to be fluent in written and spoken English
You’re at least 160cm tall and can reach 212 cm while standing on tiptoes, to enable you to reach emergency equipment on all aircraft types
No visible tattoos while you’re in Emirates cabin crew uniform (without covering them with bandages or cosmetics)
As Emirates cabin crew, you’ll be based in Dubai and will need to meet the UAE's employment visa requirements
Aside from the requirements of the role, you should be determined to always perform to the highest standards, focus on being solution oriented, and be able to manage a demanding work schedule. You should have the ability to deliver an authentic experience to our customers. You’ll be culturally aware and reflect the Emirates personality - professional, empathetic, progressive, visionary and cosmopolitan.
Salary & Benefits
Your pay is made up of three components:
a fixed basic salary,
an hourly pay for operated flights and
an overseas meal allowance.
Basic salary = AED 4,980 / month,
Flying Pay = AED 69.60 / hour based on avg. 80-100 hours / month,
Average Total Pay = AED 11,244 / month (~USD 3,100, EUR 2,600 or GBP 2,280)
* These are approximate numbers for Grade II (Economy Class).
Meal allowances for night stops are credited to the salary in arrears the following month.
Hotel accommodation as well as transport to and from the airport is provided by the company.","Your pay is made up of three components:
a fixed basic salary,
an hourly pay for operated flights and
an overseas meal allowance.
Basic salary = AED 4,980 / month,
Flying Pay = AED 69.60 / hour based on avg. 80-100 hours / month,
Average Total Pay = AED 11,244 / month (~USD 3,100, EUR 2,600 or GBP 2,280)
* These are approximate numbers for Grade II (Economy Class).
Meal allowances for night stops are credited to the salary in arrears the following month.
Hotel accommodation as well as transport to and from the airport is provided by the company.",linkedin
IT Business Analyst Intern,"KMS Technology, Inc.",,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,"['Rust', 'Agile', 'Scrum', 'AI', 'Excel']",Full-time,Internship,2026-06-01,,"Building Products & Systems that Shape the Future
KMS Technology is a strategic engineering company helping businesses turn bold ideas into high-impact solutions - faster. Founded in 2009 as a U.S.-based services company, we’ve grown into a global organization with locations in the US, Vietnam, Mexico and Poland. KMS is trusted globally for the quality of our engineering and consulting services. We bring deep expertise in product development and quality assurance, Data & AI-native engineering, and delivery excellence to every engagement. Our mission is to help customers build what’s next—accelerating innovation, crafting brilliant solutions, and creating real-world impact. At KMS, we believe sustainable growth is built on the success of our clients and employees and in making a lasting contribution to our communities.
Job Description
Business Analysts are engineers who are responsible for understanding the client’s business need, capturing the domain expertise that the client has, and translating this accurately into a succinct requirements document that will serve as the input to the software designers.
Key responsibilities
Report directly to supervisor(s) and Project Manager if required
Work with project team members and others if any
Participate in all software development activities following Scrum process
Perform the following under the coaching of supervisor(s) and Project Manager:
Support gather, analyze and create high-level requirements
Participate in product prototyping process, interface mock-up and GUI creation in agile environment
Help prepare and maintain product roadmap which defines product enhancements for short - and long-term releases
Support market research to analyze market trends and perform competitor's analysis
Turn research and knowledge into actionable plan to drive product development
Help create and maintain product documentation
Serve as an internal point of contact for development team whenever requirements need to be clarified
Help document internal processes, and schedule meetings
Qualifications
Skills/knowledge you need to be successful:
Fresh graduated or 3rd/4th-year students, minimum 3-month internship commitment
Can work minimum 3.5 days/ week, 3-month internship commitment
Possess basic knowledge about requirement gathering/management
Knowledge of software development process, especially software requirement analysis
Can work mostly independently and require supervision for more complex work
Good English and aptitude to learn and understand new and emerging technologies, equivalent to IELTS 7.0 and above
Aptitude to learn and understand new and emerging technologies
Nice to have:
Experience using AI chat tools (ChatGPT, Claude, Gemini, etc.) for research, debugging, and learning
Familiarity with at least one AI coding assistant (GitHub Copilot, Cursor, Claude Code, or similar)
Ability to write clear, contextual prompts to generate code snippets, unit tests, or documentation
Awareness of AI output limitations and responsible AI use (data privacy, handling of sensitive client data)
Additional Information
Perks You'll Enjoy
Working in one of the Best Places to Work in Vietnam
Building large-scale & global software products
Working & growing with Passionate & Talented Team
Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting
Attractive Allowance and Benefits
Flexible working time
Various training on hot-trend technologies, best practices, and soft skills
Big annual year-end party every year, team building, etc.
Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)
And much more...
Send your
Resume including Academic Transcript
to join us and let yourself explore other fantastic things!","Flexible working time
Various training on hot-trend technologies, best practices, and soft skills
Big annual year-end party every year, team building, etc.
Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)
And much more...
Send your
Resume including Academic Transcript
to join us and let yourself explore other fantastic things!",linkedin
[HN] IT SUPPORT/IT HELPDESK,CMC Technology & Solution (CMC TS),,"Quận Cầu Giấy, Hanoi, Vietnam",,,,,['Adobe'],Full-time,Not Applicable,2026-05-03,,"MÔ TẢ CÔNG VIỆC
Xử lý sự cố, chẩn đoán, giải quyết các vấn đề liên quan đến người dùng (End-user).
Cài đặt máy tính cấp cho nhân viên mới (Hệ điều hành, email, máy in, scan, software…).
Hỗ trợ người dùng bằng phương thức Remote, telephone, email, chat hoặc đến trực tiếp.
Khắc phục các lỗi ứng dụng liên quan người dùng cuối (MS Office, AutoCAD, Adobe,…).
Khắc phục các lỗi liên quan đến phần cứng PC, laptop, máy in, photocopy, scan.
Xử lý sự cố liên quan mạng (Internet, LAN, Printer, Camera).
Xử lý lỗi liên quan máy chấm công (timekeeper), thiết bị mạng, UPS.
Chuẩn bị máy tính, thiết bị cho phòng họp, hội nghị.
Sử dụng hệ thống quản lý ticket.
Backup dữ liệu người dùng.
Theo dõi tình trạng mực in, linh kiện hư hỏng, báo cáo mua mới thay thế.
Cập nhật tài liệu IT (khi được yêu cầu).
Cập nhật tài liệu hướng dẫn người dùng (khi được yêu cầu).
Báo cáo định kỳ và đề xuất phương án tối ưu.
Tham gia các khóa đạo tạo nâng cao kỹ năng chuyên môn, nghiệp vụ.
YÊU CẦU ỨNG VIÊN
Học vấn/Bằng cấp: Cao đẳng, Đại học chuyên ngành CNTT, mạng...
Kiến thức: CNTT + hỗ trợ người dùng.
Kinh Nghiệm: 01 - 02 năm (Helpdesk).
Kỹ năng giao tiếp tốt trong đội nhóm, giữa các phòng ban.
QUYỀN LỢI ỨNG VIÊN
THU NHẬP
Thu nhập: 10.000.000 - 12.000.000/tháng
Thưởng 1 tháng lương
Gói phúc lợi tiền mặt 9 triệu/năm vào các dịp Lễ, Tết, Sinh nhật Tập đoàn...
Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 lần/năm. Hoặc tăng lương đột xuất theo hiệu quả công việc.
CHẾ ĐỘ ĐÀO TẠO VÀ PHÁT TRIỂN
Đài thọ 100% chi phí tham gia các khóa học, thi chứng chỉ CNTT Quốc tế.
Chính sách phát triển, thăng tiến theo Career Path phù hợp với từng vị trí, từng phòng ban.
Cơ hội tiếp cận với các công nghệ mới nhất: Cloud, Big data...
Cơ hội làm việc trong Công ty là Top 1 đối tác tư vấn và cung cấp, triển khai giải pháp Chuyển đổi số, Bảo mật, Cloud cho tổ chức và doanh nghiệp tại Việt Nam
BẢO HIỂM VÀ CHÍNH SÁCH ĐÃI NGỘ
Thời gian làm việc: Thứ Hai - Thứ sáu
Nghỉ phép: 12 ngày/ năm + 1 ngày nghỉ hưởng lương vào dịp sinh nhật bản thân CBNV
Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp theo quy định Nhà nước
Chế độ bảo hiểm nâng cao: CMC Care
Chế độ đãi ngộ thai sản nâng cao dành cho nhân viên nữ
Du lịch hàng năm 1 tuần, teambuilding/dã ngoại định kì 2 lần/năm
Tham gia các Câu lạc bộ của Công ty và các chương trình trải nghiệm nhân viên đa dạng và phòng phú
Được trang bị laptop/thiết bị công nghệ trong quá trình làm việc.
Môi trường làm việc sáng tạo, đổi mới
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển",,linkedin
IT Helpdesk Leader,UrBox - Digital Rewards & Loyalty Solution,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,5.0,"['Linux', 'AI', 'Security']",Full-time,Not Applicable,2026-03-04,,"Location: Ho Chi Minh
Expired date: 31/03/2026
Team: Engineering
About Urbox
UrBox is Vietnam’s leading digital gifting & loyalty platform that enables businesses to integrate their reward & loyalty programs with an ever-growing network of more than 350 brands & 20,000 accepted online and offline stores in Vietnam.
UrBox has the widest network of clients in loyalty in Vietnam and provides loyalty & reward solutions to many big organizations in the aviation, banking, FMCG, Insurance, Real Estate industries and more.
Key Responsibilities
IT Helpdesk Leader
is responsible for leading the IT Helpdesk team, ensuring the company’s IT systems operate smoothly and securely. The role involves managing support operations, overseeing IT infrastructure, coordinating internal IT services, and supporting business operations, including Google Workspace administration.
Lead and manage the IT Helpdesk team, assign tasks, and monitor performance.
Receive, prioritize, track, and ensure timely resolution of technical support requests from departments.
Troubleshoot and provide advanced support for hardware (computers, printers, scanners) and network (LAN/WAN) issues.
Oversee installation, configuration, and upgrade of software and systems.
Ensure effective use, operation, and availability of IT equipment across the company.
Plan and perform periodic maintenance of IT systems and devices.
Manage, administer, and optimize Google Workspace services.
Supervise IT onboarding (equipment preparation, account setup, user guidance) and offboarding (equipment and account recovery) processes.
Coordinate IT equipment procurement, inventory management, vendor support, and repair activities.
Develop and improve IT support processes, documentation, and internal guidelines.
Report IT operations, issues, and improvement plans to management; collaborate with stakeholders to enhance IT systems.
Requirements
Graduated from College/University in Information Technology.
Computer Networks, System Administration, Computer Science, or equivalent.
Able to read technical English documents (TOEIC 500+ or equivalent).
Minimum 3-5 years of experience in IT Helpdesk or IT Support.
At least 1 year of experience in a team lead, senior, or equivalent role is preferred.
Strong knowledge of computer hardware and peripherals (printers, scanners, etc.).
Proficient in Windows OS (client and basic server knowledge).
Solid understanding of network devices (Router, Switch).
Ability to lead, coach, and support team members.
Strong communication, problem-solving, and coordination skills.
Proactive mindset, high sense of responsibility, and good time management.
Preferably holds CCNA, MCSA, or equivalent certifications.
Linux OS knowledge is a plus.
Application form
Full Name *
Email Address *
Phone Number *
More information
Your Resume *
To attach your Resume, click here to upload from your Computer.
Security code *
I have read and agree to UrBox's Personal Data Processing Agreement here
Submit
Related jobs
Senior AI Engineer
Senior Data Engineer
(HN) IT Helpdesk
(HCM) IT Helpdesk
Fullstack Engineer
All jobs",,linkedin
[CỦ CHI - HCM] IT SUPPORT,CMC Technology & Solution (CMC TS),,"Tân Thuan Đông, Ho Chi Minh City, Vietnam",,,,,"['Windows Server', 'Active Directory']",Full-time,Not Applicable,2026-04-03,,"[Củ Chi - HCM] IT SUPPORT
Mô Tả Công Việc
Xử lý sự cố máy tính và phần cứng thiết bị liên quan đến người dùng (End-user)
Quản trị hệ thống Mail Server công ty; Windows Server; File Server
Hỗ trợ các tác vụ trên Domain Controller
Sử dụng, thao tác thành thạo các lỗi liên quan phần mềm văn phòng MS Office 365
Yêu Cầu
Tốt nghiệp Cao đẳng, Đại học chuyên ngành CNTT
Có kinh nghiệm từ 2 năm tại vị trí tương đương
Có kinh nghiệm về Active Directory, Office 365, Ticket system
Có chứng chỉ CCNA và MCSA (hoặc các chứng chỉ tương đương) là một lợi thế
Có kiến thức nền, kinh nghiệm làm việc liên quan đến IT System
Khả năng giao tiếp tiếng Anh cơ bản
Ưu tiên ứng viên đang ở khu vực gần Củ Chi
Thu Nhập
Mức lương cạnh tranh + phụ cấp dự án (phụ cấp ca làm việc, chế độ nghỉ bù).
Tổng thu nhập lên tới 13 tháng lương/năm.
Gói phúc lợi tiền mặt 9 triệu/năm vào các dịp Lễ, Tết, Sinh nhật Tập đoàn...
Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 lần/năm, hoặc tăng lương đột xuất theo hiệu quả công việc.
Chế Độ Đãi Ngộ
Đóng BHXH đầy đủ và BH sức khỏe CMC Care ngay khi ký Hợp đồng chính thức.
Nghỉ phép: 12 ngày/ năm + 1 ngày nghỉ hưởng lương vào dịp sinh nhật bản thân.
Được tham gia các chương trình đào tạo chuyên môn, nghiệp vụ từ cơ bản đến nâng cao.
Được trang bị laptop/thiết bị công nghệ trong quá trình làm việc.
Tham gia Team building và các hoạt động văn hóa đa dạng.
Được vinh danh các giải thưởng năm của Tập đoàn CMC, CMC TS và khen thưởng trên các thành tích xuất sắc (dự án, kinh doanh, quản trị).
Nộp đơn ứng tuyển công việc này
Họ & tên bạn *
Địa chỉ email *
Số điện thoại *
Thông tin thêm
CV của bạn *
Click để chọn & tải lên CV của bạn
Mã bảo mật *
Nộp đơn ứng tuyển",,linkedin
Lập trình viên IT,Công ty Cổ phần Viễn thông 3G,,"Hanoi, Hanoi, Vietnam",,,,,"['Python', 'Java', 'JavaScript', 'SQL']",Full-time,Not Applicable,1 year ago,,"Mô tả công việc
Giới thiệu chung về vị trí:
Lập trình viên trong viễn thông chính là những người thổi hồn vào các dịch vụ giá trị gia tăng trên di động. Người lập trình sử dụng công cụ là các ngôn ngữ lập trình cơ bản như JavaScript, C, Sql, … để xây dựng nên những sản phầm dịch vụ hoàn thiện, đáp ứng nhu cầu ngày càng cao của khách hàng
Mô tả công việc:
Phân tích thiết kế hệ thống
Lập trình các giải pháp thông tin cho người sử dụng bằng cách phát triển, triển khai, và bảo trì các phần mềm
Triển khai các dự án công nghệ thông tin: khảo sát, lắp đặt, cấu hình, nghiệm thu
Hỗ trợ kỹ thuật, ứng cứu, xử lý các sự cố
Lập tài liệu xây dựng hệ thống và tài liệu hướng dẫn người sử dụng
Nghiên cứu sử dụng các giải pháp phần mềm phục vụ cho việc kinh doanh, quản lý
Yêu cầu:
Là SV tốt nghiệp chuyên ngành CNTT của các trường ĐH, CĐ trên cả nước. Khuyến khích SV mới ra trường
Không yêu cầu kinh nghiệm
Thành thạo một hoặc một số các ngôn ngữ lập trình như Java, JavaScript, Python, SQL (Vì Công ty mình làm chủ yếu bên Viễn thông nên Code rất đơn giản)
Hiểu biết tốt về jQuery, Nodejs
Công ty sẽ training trước khi vào dự án.
Có đam mê khám phá kỹ thuật, yêu thích lĩnh vực lập trình.
Chế độ:
Mức thu nhập thỏa đáng theo năng lực làm việc
Thử việc 2 tuần – 1 tháng: Lương cứng 6tr/tháng
% DT
trợ cấp
Ký hợp đồng sau thử việc: 8tr-10tr/tháng
% DT
trợ cấp
Được đóng đầy đủ BHXH, BHYT, BHTN chế độ nghỉ lễ, nghỉ phép theo luật lao động
Được đào tạo và làm việc trong môi trường chuyên nghiệp, có cơ hội thăng tiến.
Các hoạt động giao lưu văn hóa tinh thần, quan tâm, hỗ trợ của Công ty.
Cao đẳng",,linkedin
IT Operations Intern (Cloud),GoTymeX,,"Ho Chi Minh City, Vietnam",,,,,"['Azure', 'Agile', 'Jira', 'Confluence', 'Networking', 'Security']",Full-time,Internship,2026-05-03,,"The IT Operations Team is responsible for ensuring the stability, security, and efficiency of the organization's entire IT environment — operating under a cloud-first model with no on-premises servers. All identity, email, collaboration, storage, device management, and workflows are deployed on Microsoft Azure, Microsoft 365, and Atlassian.
The IT Operations Intern role offers hands-on experience in a cloud-native IT environment. Interns will directly support end users, assist with basic Microsoft 365 and Azure administration, operate Atlassian tools, and receive 1-on-1 mentorship from experienced engineers.
Job Responsibilities:
Monitor Microsoft 365 and Azure service health
Provide helpdesk support and manage Jira tickets
Support Microsoft 365 and Entra ID administration
Assist with Azure resource management
Manage devices using Intune
Administer Atlassian tools (Jira, Confluence, JSM)
Support network and office IT operations
Handle onboarding and offboarding processes
Assist in security and compliance tasks
Maintain IT assets and licenses
Support office IT maintenance
Maintain documentation and reports
Requirements
Who are we looking for?
Must-have:
IT-related student or graduate
Basic OS, networking, and Microsoft 365 knowledge
Understanding of cloud fundamentals
Good English reading skills
Responsible and proactive mindset
Nice-to-have:
Microsoft certifications (MS-900, AZ-900, etc.)
Experience with Microsoft 365, Azure, Atlassian
Basic scripting knowledge
Benefits
Why GoTymeX?
🌏
Global Impact
- Be part of a team reshaping financial access across multiple countries
💡
Bold & Ambitious
- We tackle real problems at scale and give you the space to think big
🌱
Growth-First
- Your learning is built into how we work, not an afterthought
🤝
People-Centered
- You'll be supported by mentors who want to see you succeed
⚡
Move Fast, Build Well
- Work with modern tech and agile teams that move with purpose
and many other cool benefits:
Allowance: 6,000,000 VND per month (gross)
Meal allowance: 730,000 VND per month
Free motorbike parking
Insurance: Social insurance as required by Vietnamese labor law, plus premium healthcare for you and your family - no seniority requirement.
Annual leave: 15 days of paid leave per year (pro-rated), supporting a healthy work-life balance
Training programs: Keep learning and growing with access to training and development programs
Many cool company and team activities: You are invited to many activities - all-hands, happy-hour, sports, clubs, and after-work events that build connections beyond the office","Why GoTymeX?
🌏
Global Impact
- Be part of a team reshaping financial access across multiple countries
💡
Bold & Ambitious
- We tackle real problems at scale and give you the space to think big
🌱
Growth-First
- Your learning is built into how we work, not an afterthought
🤝
People-Centered
- You'll be supported by mentors who want to see you succeed
⚡
Move Fast, Build Well
- Work with modern tech and agile teams that move with purpose
and many other cool benefits:
Allowance: 6,000,000 VND per month (gross)
Meal allowance: 730,000 VND per month
Free motorbike parking
Insurance: Social insurance as required by Vietnamese labor law, plus premium healthcare for you and your family - no seniority requirement.
Annual leave: 15 days of paid leave per year (pro-rated), supporting a healthy work-life balance
Training programs: Keep learning and growing with access to training and development programs
Many cool company and team activities: You are invited to many activities - all-hands, happy-hour,...",linkedin
IT Engineer,CNK Consulting Vietnam,,"Bac Giang, Bac Giang, Vietnam",700.0,1000.0,USD,,"['Java', 'SQL', 'Windows Server', 'Firewall', 'VPN']",Full-time,Not Applicable,2026-02-02,,"Job Description
Vị trí: Kỹ sư IT
Mức lương: 700-1000 USD
Địa điểm: Bắc Giang
Mô Tả Công Việc
Duy trì và quản lý hệ thống mạng CNTT của công ty.
Quản lý máy chủ và các thiết bị CNTT khác, bao gồm bảo trì hệ thống, sao lưu, nâng cấp và thiết lập ứng dụng mới.
Cấu hình thiết bị mạng, hệ điều hành, cơ sở dữ liệu và máy chủ của công ty.
Đảm bảo an toàn hệ thống bằng cách quản lý phần mềm diệt vi-rút, nâng cấp hệ điều hành và thực hiện các biện pháp bảo mật.
Tối ưu hóa tài nguyên để đáp ứng hiệu quả các yêu cầu kinh doanh.
Hướng dẫn và đào tạo người dùng về phần cứng và phần mềm.
Đề xuất cải tiến chương trình và quy trình để đơn giản hóa hoặc nâng cao hiệu suất hoạt động.
Phát triển ứng dụng (Java hoặc C#) theo yêu cầu của người dùng.
Quản lý và duy trì cơ sở dữ liệu.
Yêu Cầu
Tốt nghiệp đại học chuyên ngành liên quan.
Hơn 2 năm kinh nghiệm làm việc trong lĩnh vực CNTT, đặc biệt trong bộ phận hỗ trợ CNTT, ưu tiên ứng viên có kinh nghiệm tại công ty đa quốc gia.
Thành thạo tiếng Trung giao tiếp.
Am hiểu về MS Windows Server 2008, AD, DNS, DHCP, IIS, FTP, VPN, Exchange Server, SQL, Firewall, Router.
Có kinh nghiệm quản lý hệ thống thông tin (IS) và có khả năng cung cấp giải pháp tổng thể.
Thành thạo các kỹ thuật bảo mật mạng và có thể triển khai giải pháp mạng toàn diện.
Có kinh nghiệm thiết lập, cấu hình, sao lưu và khôi phục SQL Server.
Ưu tiên ứng viên có kinh nghiệm phát triển Java hoặc C#.
Sẵn sàng làm việc theo ca nếu có yêu cầu.
Chế Độ Công Việc
Thời gian làm việc: Thứ 2- Thứ 6 (8:00 AM 5:00 PM)
13 tháng lương+ thưởng theo doanh thu
BHXH đóng full lương, 12 ngày nghỉ phép/ năm
Required Skills
SQL Server FTP Windows Server C# Windows Java SQL",,linkedin
Nhân viên IT - Quận 12,Công Ty TNHH Thiết Bị Minh Tâm,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,[],Full-time,Not Applicable,2026-04-03,,"Mô tả công việc
Quản lý và xử lý toàn bộ hệ thống Công Nghệ Thông Tin (máy vi tính, máy in, mạng, hệ thống camera, điện thoại, fax,…) tại công ty.
Cài đặt, sửa chữa, bảo trì hệ thống máy tính, hệ thống mạng.
Quản lý các hệ thống server, triển khai thực hiện các công việc kỹ thuật liên quan.
Quản lý hệ thống thông tin nội bộ: Dữ liệu, email, web nội bộ, phần mềm, internet, điện thoại, hệ thống có tích hợp thiết bị …
Phối hợp nghiên cứu xây dựng các phần mềm mới góp phần cho sự phát triển của công ty
Bảo mật dữ liệu cũng như hệ thống Công Nghệ Thông Tin.
Giao nhận, kiểm tra thiết bị Công Nghệ Thông Tin của công ty
Thực hiện các công việc theo chỉ đạo của trưởng phòng và Ban Giám Đốc
Cao đẳng",,linkedin
Data Center Technician - Da Nang - On-site,Reboot Monkey,,"Đà Nang, Da Nang City, Vietnam",,,,,"['Linux', 'Excel', 'Networking', 'Firewall', 'Security']",Other,Entry level,2026-04-03,,"Reboot Monkey is a global leader in IT solutions, specializing in data center management that simplifies your IT operations. We provide hosting space, future-proof upgrades, and 24/7 support through our smart or remote hands, ensuring seamless, secure, and sustainable service. Our fully remote, round-the-clock management frees businesses from supervision hassles, setting new benchmarks in data center solutions. We’re seeking skilled Freelance Data Center Technicians to join our growing team. If you have expertise in data center operations and want flexible work, we’d love to hear from you.
Job Overview:
As a Freelance Data Center Technician,
you will play a key role in delivering on-demand support to our global data centers. Your responsibilities will include hardware installation, troubleshooting complex issues, and managing network operations, ensuring optimal performance and reliability. We’re looking for someone with deep expertise in data center equipment and software who can work independently while collaborating with remote teams. In this role, you’ll be essential to maintaining smooth, secure, and efficient data center operations, contributing to our high standards of service excellence.
Key Responsibilities:
Install, configure, and maintain servers, networking equipment, and other hardware to ensure optimal performance and maximum uptime, facilitating seamless operations within the data center.
Monitor data center operations both remotely and on-site, quickly diagnosing and resolving hardware, software, and connectivity issues to minimize downtime and maintain service reliability.
Configure, manage, and troubleshoot networking devices, including Cisco and Juniper routers, switches, and firewalls, to ensure secure and efficient network operations that align with organizational standards.
Manage and troubleshoot both Linux and Windows-based systems, performing essential updates, patches, and security enhancements to keep systems secure and up-to-date.
Document all installations, repairs, maintenance tasks, and system performance, providing comprehensive reports to the remote management team to ensure transparency and accountability in operations.
Implement and maintain security protocols to protect the integrity of the data center infrastructure, ensuring compliance with industry standards and best practices for data security.
Collaborate with remote IT teams, vendors, and stakeholders to enhance data center operations, actively participating in the planning and execution of projects that drive efficiency and innovation.
What We Offer:
Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Data center or IT infrastructure experience
Server hardware and networking knowledge
Reliable and professional with strong communication
Proximity to local data center facilities
Flexible schedule for on-call/emergency work","Flexibility: Work around your existing freelance or permanent job. You choose the tickets you want to pick up, with no minimum hour commitment.
Professional Environment: Join a professional work environment where you can reconnect with the practical side of IT.
Competitive Compensation: We offer competitive rewards for your compensation and efforts.
Growth Opportunities: Work with compelling clients and seize opportunities to grow in your field.
Data center or IT infrastructure experience
Server hardware and networking knowledge
Reliable and professional with strong communication
Proximity to local data center facilities
Flexible schedule for on-call/emergency work",linkedin
EUC L1 Engineer,Rapid Systemz,,"Da Nang, Da Nang City, Vietnam",,,,,"['Adobe', 'VPN']",Full-time,Not Applicable,2026-01-03,,"Desktop support for Windows 7 and 10 environments
Install, Manage and support Windows Operating System, Macbook operating system and mobile device management
Install desktop OS, messaging client, applications such as Adobe Acrobat , WinZip and engineering software as per requirement, and add or remove accessories, peripherals or mobile devices and configure PCs
Troubleshoot and resolve desktop incidents
Manage disk and folder sharing, and permission settings on desktops
Handle printer problems at users desktops
Assist users in accessing applications Perform workstation OS patching and Anti- virus patching for workstations which could not be patched via server push-downs
Assist in providing technical information and knowledge is procurement of IT desktop/laptop equipment
Provide all installation, un-installations , cascades, moves, adds and Changes for all deskside Equipment, Software and related Services at designated locations
Deployment/ Refresh and decom of user workstations using images provided or approved by customer
Manage delivery/shifting/install printers to locations along with Printer partner
Helpdesk provided to handle 1st Level calls and onsite troubleshooting support
Handle EUC support for local and overseas users via remote support tools
Package Software with administrative rights
Manage application deployment on PC and Mobile devices
Resolve all incidents in timely manner, according to the appropriate incident Severity Level defined
Coordinate with Service Desk and provide level 2 and level 3 support to Service desk and Users
Standby support for any Severity 2 incidents
Handles Apps and MDM deployment
Manage Symantec AV server
Mann the VIP standby mobile phone
VPN & NAS configurations",,linkedin
